Pair.Name	Ligand	Receptor	Source	Databases	Evidence	PMIDs
BTC_ERBB4	BTC	ERBB4	known	DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10214951,11254912
BTLA_CD247	BTLA	CD247	novel	STRING.binding,	putative	
BTLA_CD79A	BTLA	CD79A	novel	STRING.binding,	literature supported	19155498
BTLA_TNFRSF14	BTLA	TNFRSF14	known	IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Receptor	literature supported	15568026
BTLA_VTCN1	BTLA	VTCN1	novel	HPRD,	literature supported	12796776
C1QA_CD93	C1QA	CD93	novel	HPRD,HPMR.Receptor	literature supported	9476117
C1QA_CR1	C1QA	CR1	novel	HPRD,	literature supported	10528211
C1QA_CSPG4	C1QA	CSPG4	novel	HPRD,	literature supported	9013976
C1QB_LRP1	C1QB	LRP1	novel		literature supported	11560994
C1QTNF1_AVPR2	C1QTNF1	AVPR2	novel	HPRD,HPMR.Receptor	literature supported	12409230
C1QTNF5_MFRP	C1QTNF5	MFRP	novel	HPRD,	literature supported	12944416
C1orf112_PLSCR4	C1orf112	PLSCR4	novel	STRING.binding,	putative	
C1orf194_PLSCR4	C1orf194	PLSCR4	novel	STRING.binding,	putative	
C1orf200_LY6G6C	C1orf200	LY6G6C	novel	STRING.binding,	putative	
C1orf200_SLC16A4	C1orf200	SLC16A4	novel	STRING.binding,	putative	
C3_C3AR1	C3	C3AR1	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11342658,20527893
C3_C5AR2	C3	C5AR2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11773063
C3_CD19	C3	CD19	novel	STRING.binding,HPMR.Ligand	literature supported	15454921
C3_CD46	C3	CD46	novel	HPRD,STRING.binding,HPMR.Ligand	literature supported	1717583
C3_CD81	C3	CD81	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
C3_CR1	C3	CR1	novel	HPRD,STRING.binding,HPMR.Ligand	literature supported	9988761,10382758
C3_IFITM1	C3	IFITM1	novel	STRING.binding,HPMR.Ligand	putative	
C3_ITGAM	C3	ITGAM	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	4062888,11073102
C3_ITGAX	C3	ITGAX	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	4062888,7512600
C3_ITGB2	C3	ITGB2	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	4062888
C3_LRP1	C3	LRP1	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10608878
C4A_C3AR1	C4A	C3AR1	novel	HPRD,HPMR.Receptor	literature supported	9725198
C4A_C5AR2	C4A	C5AR2	novel	HPRD,HPMR.Receptor	literature supported	11773063
C4A_CR1	C4A	CR1	novel	HPRD,	literature supported	8422437
C4BPA_BMPR2	C4BPA	BMPR2	novel	HPRD,HPMR.Receptor	literature supported	15188402
C4BPA_CD40	C4BPA	CD40	novel	STRING.binding,HPMR.Receptor	literature supported	12818164
C4BPA_LRP1	C4BPA	LRP1	novel	HPRD,HPMR.Receptor	literature supported	11705989
C4B_CD46	C4B	CD46	novel	HPRD,	literature supported	1717583
C4B_CR1	C4B	CR1	novel	HPRD,	literature supported	10528211
C5_C5AR1	C5	C5AR1	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	1847994,10602324,9881961,15661745,11773063,9553099
C5_C5AR2	C5	C5AR2	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11773063,12899627
C5orf55_TRAF2	C5orf55	TRAF2	novel	HPRD,HPMR.Receptor	literature supported	16189514
C6orf15_DDR1	C6orf15	DDR1	novel	STRING.binding,HPMR.Receptor	putative	
CALCA_CALCR	CALCA	CALCR	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	2158663,15692146,11023820,9487987,14722252,7588285,12565884,10342886,11033437
CALCA_CALCRL	CALCA	CALCRL	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9620797,8626685,14668209,3001670,12234182
CALCA_RAMP1	CALCA	RAMP1	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9620797,12234182
CALCA_RAMP2	CALCA	RAMP2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	16531504
CALCB_CALCR	CALCB	CALCR	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	15692146
CALCB_CALCRL	CALCB	CALCRL	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12196113
CALCB_RAMP1	CALCB	RAMP1	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12529937
CALR_HLA-F	CALR	HLA-F	novel	STRING.binding,HPMR.Ligand	putative	
CALR_ITGA2B	CALR	ITGA2B	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	14985176
CALR_ITGA3	CALR	ITGA3	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	8006073,11327697
CALR_ITGAV	CALR	ITGAV	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12196561
CALR_LRP1	CALR	LRP1	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	14980518,12821648
CALR_MTNR1A	CALR	MTNR1A	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	17215244
CALR_SCARF1	CALR	SCARF1	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	15371419
CALR_TSHR	CALR	TSHR	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12383251
CAMP_EGFR	CAMP	EGFR	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CAMP_FPR2	CAMP	FPR2	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11015447
CAMP_IGF1R	CAMP	IGF1R	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CAMP_P2RX7	CAMP	P2RX7	novel	STRING.binding,HPMR.Ligand	putative	
CCK_CCKAR	CCK	CCKAR	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10368033,10400673,10400673,11300760,9006937,9603948,10595537
CCK_CCKBR	CCK	CCKBR	known	HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10368033,10438490,8349705,7681836,10438490,12695525,15068617,15520004,15001692
CCL11_ACKR2	CCL11	ACKR2	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9405404
CCL11_ACKR4	CCL11	ACKR4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10734104
CCL11_CCR2	CCL11	CCR2	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12554737,15207250,11264152
CCL11_CCR3	CCL11	CCR3	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8642344,9276730,10488147,16339911,12761559,10854442,8642344,9712872,8609214,8676064
CCL11_CCR5	CCL11	CCR5	known	DLRP,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10477718,11264152,10477718
CCL11_CXCR3	CCL11	CXCR3	known	DLRP,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9660793
CCL13_ACKR2	CCL13	ACKR2	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9405404
CCL13_ACKR4	CCL13	ACKR4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10734104
CCL13_CCR1	CCL13	CCR1	known	DLRP,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	
CCL13_CCR2	CCL13	CCR2	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9195948,9276730,12554737,12149192,9195948
CCL13_CCR3	CCL13	CCR3	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9005985,9276730,16339911,12149192
CCL13_CCR5	CCL13	CCR5	known	DLRP,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9790730,10477718
CCL13_CCR9	CCL13	CCR9	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CCL13_CXCR3	CCL13	CXCR3	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	9660793
CCL14_ACKR2	CCL14	ACKR2	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9405404
CCL14_CCR1	CCL14	CCR1	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9687537,12381680,11085751
CCL14_CCR3	CCL14	CCR3	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11085751
CCL14_CCR5	CCL14	CCR5	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,16298345,11085751
CCL15_CCR1	CCL15	CCR1	known	DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9346309
CCL15_CCR3	CCL15	CCR3	known	DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9346309
CCL16_CCR1	CCL16	CCR1	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11470772,10910894
CCL16_CCR2	CCL16	CCR2	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11470772
CCL16_CCR5	CCL16	CCR5	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11470772
CCL16_CCR8	CCL16	CCR8	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10910894
CCL16_HRH4	CCL16	HRH4	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	15265943
CCL17_CCR4	CCL17	CCR4	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9169480,9430724,9169480
CCL17_CCR8	CCL17	CCR8	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12832759,9521068
CCL17_DARC	CCL17	DARC	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	13679391
CCL18_C14orf1	CCL18	C14orf1	novel	HPRD,HPMR.Ligand	literature supported	16169070
CCL19_ACKR2	CCL19	ACKR2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10706668
CCL19_ACKR4	CCL19	ACKR4	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	23341447,10706668
CCL19_CCR10	CCL19	CCR10	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10706668
CCL19_CCR7	CCL19	CCR7	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11342595,9153236,9507024
CCL19_CCRL2	CCL19	CCRL2	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	20002784
CCL19_CXCR3	CCL19	CXCR3	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	9660793
CCL1_CCR8	CCL1	CCR8	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12645948,11154210,16221874,10419462,12967681,9211859
CCL20_CCR6	CCL20	CCR6	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,9169459,9294137,12081481,9223454,9169459
CCL20_CXCR3	CCL20	CXCR3	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	9660793
CCL21_ACKR2	CCL21	ACKR2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10706668
CCL21_ACKR4	CCL21	ACKR4	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	23341447,10706668
CCL21_CCR7	CCL21	CCR7	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11970971,9507024,9585422
CCL21_CXCR3	CCL21	CXCR3	known	DLRP,HPMR.Ligand,HPMR.Receptor	literature supported	11907075
CCL22_CCR4	CCL22	CCR4	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9430724,9933589,9743322
CCL23_CCR1	CCL23	CCR1	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9886417,12381680,9558365,10660125,9886417
CCL24_CCR2	CCL24	CCR2	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	15207250
CCL24_CCR3	CCL24	CCR3	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10488147,15207250,16339911,12218106
CCL25_ACKR2	CCL25	ACKR2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10706668
CCL25_ACKR4	CCL25	ACKR4	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	23341447,10706668
CCL25_CCR10	CCL25	CCR10	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10706668
CCL25_CCR9	CCL25	CCR9	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11159507,10229797,10498628
CCL26_CCR1	CCL26	CCR1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	15039444
CCL26_CCR2	CCL26	CCR2	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	15207250
CCL26_CCR3	CCL26	CCR3	known	DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10488147,15207250,10488147,16339911
CCL27_ACKR2	CCL27	ACKR2	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11821900,10725697,10725696
CCL27_CCR10	CCL27	CCR10	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12718728,10725697,11821900
CCL28_ACKR2	CCL28	ACKR2	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10781587
CCL28_CCR10	CCL28	CCR10	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10781587,10975800
CCL28_CCR3	CCL28	CCR3	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,10975800
CCL2_ACKR2	CCL2	ACKR2	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9364936,9405404
CCL2_ACKR4	CCL2	ACKR4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10734104
CCL2_CCR1	CCL2	CCR1	known	DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	7679328,8631787
CCL2_CCR10	CCL2	CCR10	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9364936,10706668
CCL2_CCR2	CCL2	CCR2	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9287323,9276730,9346309,12554737,15207250,10770925,10529171,9287323
CCL2_CCR3	CCL2	CCR3	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	8642344
CCL2_CCR4	CCL2	CCR4	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	16421945
CCL2_CCR5	CCL2	CCR5	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	16298345,10477718
CCL2_DARC	CCL2	DARC	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	13679391,17416748
CCL3L1_CCR1	CCL3L1	CCR1	novel	HPRD,HPMR.Receptor	literature supported	11449371
CCL3L1_CCR3	CCL3L1	CCR3	novel	HPRD,HPMR.Receptor	literature supported	11449371
CCL3L1_CCR5	CCL3L1	CCR5	novel	HPRD,HPMR.Receptor	literature supported	11734558,11449371
CCL3L3_ACKR2	CCL3L3	ACKR2	novel	HPRD,HPMR.Receptor	literature supported	10364178
CCL3L3_CCR5	CCL3L3	CCR5	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Receptor	literature supported	11734558,10364178
CCL3_ACKR2	CCL3	ACKR2	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9405404
CCL3_CCR1	CCL3	CCR1	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9115216,12381680,11170631,9624164,8530354,10660125,10202040,7545673
CCL3_CCR3	CCL3	CCR3	novel	HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	7594543
CCL3_CCR4	CCL3	CCR4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	8573157
CCL3_CCR5	CCL3	CCR5	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,11170631,16298345,9790730,11700073,10477718
CCL4_ACKR2	CCL4	ACKR2	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9405404
CCL4_CCR1	CCL4	CCR1	known	DLRP,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12381680,8530354,7594543
CCL4_CCR3	CCL4	CCR3	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7622448
CCL4_CCR5	CCL4	CCR5	known	DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,16298345,9790730,12427015,8663314
CCL4_CCR8	CCL4	CCR8	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9521068
CCL5_ACKR2	CCL5	ACKR2	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9405404
CCL5_ACKR4	CCL5	ACKR4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9469451
CCL5_CCR1	CCL5	CCR1	known	DLRP,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9624164,8530354,9289016,11116158,14637022,12270118,7545673
CCL5_CCR3	CCL5	CCR3	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8642344,9289016,8642344
CCL5_CCR4	CCL5	CCR4	known	DLRP,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12270118,8573157
CCL5_CCR5	CCL5	CCR5	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,10318947,16298345,9790730,9289016,8663314,11116158,14637022,10477718
CCL5_CXCR3	CCL5	CXCR3	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	9660793
CCL5_DARC	CCL5	DARC	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12081195,17416748
CCL5_GPR75	CCL5	GPR75	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	17001303
CCL5_SDC1	CCL5	SDC1	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	14637022
CCL5_SDC4	CCL5	SDC4	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	14637022
CCL7_ACKR2	CCL7	ACKR2	known	DLRP,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9364936,9405404
CCL7_ACKR4	CCL7	ACKR4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10734104
CCL7_CCR1	CCL7	CCR1	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9115216,12381680,11994538,8530354,7545673
CCL7_CCR10	CCL7	CCR10	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9364936
CCL7_CCR2	CCL7	CCR2	known	DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	8530354,9276730,9346309,12554737
CCL7_CCR3	CCL7	CCR3	known	DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8642344
CCL7_CCR5	CCL7	CCR5	known	DLRP,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	16298345,10477718
CCL7_CXCR3	CCL7	CXCR3	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	9660793
CCL7_DARC	CCL7	DARC	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	13679391
CCL8_ACKR2	CCL8	ACKR2	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9405404
CCL8_ACKR4	CCL8	ACKR4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10734104
CCL8_CCR1	CCL8	CCR1	known	DLRP,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9115216
CCL8_CCR2	CCL8	CCR2	known	DLRP,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12554737,9115216,12149192
CCL8_CCR3	CCL8	CCR3	known	DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9005985
CCL8_CCR5	CCL8	CCR5	known	DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,9790730,9468473,10477718
CCL8_DARC	CCL8	DARC	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	13679391
CD14_ITGA4	CD14	ITGA4	novel		literature supported	17274987
CD14_ITGB1	CD14	ITGB1	novel		literature supported	17274987
CD24_SELP	CD24	SELP	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9129046
CD34_SELL	CD34	SELL	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12889478
CD34_SELP	CD34	SELP	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CD40LG_CD40	CD40LG	CD40	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	1374165,10647992,7516405,7543281
CD40LG_ITGAM	CD40LG	ITGAM	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CD40LG_ITGB2	CD40LG	ITGB2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CD40LG_TRAF3	CD40LG	TRAF3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CD55_CD97	CD55	CD97	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12417446,10540231
CD55_CR1	CD55	CR1	novel	HPRD,HPMR.Ligand	literature supported	11694537
CD55_EMR2	CD55	EMR2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CD5L_CD5	CD5L	CD5	novel	STRING.binding,	literature supported	9723705
CD70_CD27	CD70	CD27	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8120384,8186199,8580829,15723067,7479974,9862673,9767422
CDH1_CDH2	CDH1	CDH2	novel	STRING.binding,HPMR.Ligand	putative	
CDH1_EGFR	CDH1	EGFR	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10969083
CDH1_ERBB3	CDH1	ERBB3	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CDH1_IGF1R	CDH1	IGF1R	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	22479204
CDH1_ITGAE	CDH1	ITGAE	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7969453,12434297
CDH1_ITGB7	CDH1	ITGB7	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	7969453,10837471
CDH1_KLRG1	CDH1	KLRG1	novel	STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	putative	
CDH1_LRP5	CDH1	LRP5	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CDH1_PTPRF	CDH1	PTPRF	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12095414
CDH1_PTPRM	CDH1	PTPRM	novel	HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9531566,7642713,15588985
CELA3B_CHRM3	CELA3B	CHRM3	novel	STRING.binding,HPMR.Receptor	putative	
CEL_CXCR4	CEL	CXCR4	novel		literature supported	18037996
CFH_ITGAM	CFH	ITGAM	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9558116
CFH_SELL	CFH	SELL	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10377245
CGA_FSHR	CGA	FSHR	known	IUPHAR,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	
CGA_LHCGR	CGA	LHCGR	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10342833,12727981,1922095
CGA_SIRPA	CGA	SIRPA	novel	STRING.binding,STRING.experiment,HPMR.Ligand	putative	
CGA_TSHR	CGA	TSHR	known	IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	
CGB8_SIRPA	CGB8	SIRPA	novel	STRING.binding,STRING.experiment,	putative	
CGB_LHCGR	CGB	LHCGR	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10446903,12727981,1922095,2254302
CGN_F11R	CGN	F11R	novel	HPRD,	literature supported	10877843
CGN_OCLN	CGN	OCLN	novel	STRING.binding,	putative	
CGN_TGFBR1	CGN	TGFBR1	novel	STRING.binding,HPMR.Receptor	putative	
CGN_TGFBR2	CGN	TGFBR2	novel	STRING.binding,HPMR.Receptor	putative	
CHAD_ITGA2	CHAD	ITGA2	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9281592
CHAD_ITGB1	CHAD	ITGB1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9281592
CLCF1_CNTFR	CLCF1	CNTFR	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10966616,11294841,11285233
CLCF1_CRLF1	CLCF1	CRLF1	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	10966616
CLCF1_IL6ST	CLCF1	IL6ST	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	10966616
CLCF1_LIFR	CLCF1	LIFR	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	10966616
CLEC11A_KIT	CLEC11A	KIT	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
CLEC3A_CLEC10A	CLEC3A	CLEC10A	novel	STRING.binding,HPMR.Receptor	putative	
CLEC3A_CLEC2B	CLEC3A	CLEC2B	novel	STRING.binding,	putative	
CNTF_CNTFR	CNTF	CNTFR	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8627290,7810882,10812968
